geometry,sector
"POLYGON ((2555614.768 1203640.402,2555959.377 1204120.878,2556446.051 1204120.392,2559207.481 1205602.468,2559847.915 1205731.134,2560207.597 1206369.538,2560567.26 1207007.961,2562373.934 1208475.986,2564024.774 1209615.047,2564982.096 1208852.423,2565227.295 1207889.804,2565033.83 1207027.454,2565237.34 1206732.951,2564862.317 1206637.945,2564394.553 1206189.856,2564079.797 1206085.44,2563641.04 1205784.19,2563392.291 1205537.938,2563454.793 1205525.436,2563482.295 1205405.432,2563267.295 1205127.928,2562793.545 1204956.68,2562697.295 1204900.43,2561809.787 1204455.415,2561249.775 1204302.899,2560839.765 1204317.909,2560749.764 1204255.41,2560619.761 1204275.417,2560077.253 1203935.425,2560062.253 1203815.42,2559927.251 1203750.422,2559609.747 1203450.426,2559302.241 1203370.432,2559202.204 1203414.829,2559022.246 1203345.428,2559007.245 1203262.929,2558652.25 1203160.425,2558569.753 1203220.422,2557954.761 1203007.916,2557817.263 1202997.914,2557673.514 1202887.914,2557743.511 1202792.917,2557477.263 1202505.414,2557187.267 1202375.412,2557047.269 1202235.409,2556974.77 1202035.405,2556675.185 1202475.559,2556698.878 1202681.331,2556193.306 1202810.547,2555904.037 1203225.475,2555614.768 1203640.402))","1"
"POLYGON ((2564024.774 1209615.047,2564956.889 1211323.189,2565482.37 1212527.996,2565652.981 1213380.26,2565929.879 1213855.505,2567259.913 1215160.554,2567596.195 1215838.064,2567829.98 1216390.568,2568095.036 1217325.571,2568412.574 1217935.578,2568487.576 1218000.581,2568488.244 1218001.485,2568885.032 1217053.087,2569790.065 1217633.116,2569835.064 1217563.117,2569995.062 1217458.12,2570450.055 1217185.631,2570597.552 1217035.633,2571045.05 1216593.111,2571512.552 1216580.592,2572447.553 1216205.553,2572675.047 1215895.559,2573077.535 1215320.572,2573287.531 1215025.573,2573302.531 1214573.049,2572753.775 1214136.761,2572545.023 1213941.741,2572641.269 1213851.735,2572790.008 1213670.474,2572830.002 1213530.471,2572820.0 1213442.972,2572789.992 1213204.224,2572787.487 1213004.227,2572817.485 1212895.478,2572947.489 1212915.47,2572999.99 1212872.969,2572957.488 1212805.474,2572892.484 1212727.982,2572924.985 1212672.984,2573007.488 1212670.482,2573084.991 1212620.483,2573089.991 1212585.485,2573184.992 1212487.992,2573249.99 1212385.492,2573297.489 1212285.489,2573328.743 1212167.987,2573179.994 1212187.984,2573019.998 1212140.479,2572572.489 1211950.48,2572457.485 1211936.732,2572334.985 1211772.993,2572189.984 1211636.755,2572284.991 1211369.264,2572547.499 1211188.014,2572124.994 1210928.022,2571929.992 1210715.52,2571642.499 1210506.764,2571355.024 1210443.0,2570782.89 1210342.199,2570530.171 1210229.722,2570027.985 1209852.472,2569616.962 1209521.006,2569394.413 1209218.703,2569220.002 1208925.447,2569175.007 1208652.934,2569197.696 1207848.69,2569212.531 1207515.47,2569152.521 1207152.953,2568999.725 1206739.425,2568862.426 1206550.479,2568549.961 1206200.411,2568634.963 1206032.902,2568523.92 1205965.038,2568316.204 1205696.633,2568175.44 1205803.399,2568164.95 1206057.903,2568038.697 1206065.403,2567769.94 1206062.903,2567702.438 1205987.899,2567623.686 1205970.398,2567507.432 1205900.394,2567496.182 1205827.89,2567367.428 1205832.89,2567289.926 1205800.39,2567124.92 1205787.891,2567034.917 1205821.604,2566937.413 1205882.897,2566906.162 1205954.15,2566822.408 1205992.903,2566784.906 1206050.405,2566649.9 1206042.906,2566342.385 1206165.413,2566057.382 1206630.445,2565864.875 1206780.456,2565754.869 1206755.455,2565662.362 1206695.451,2565572.358 1206710.452,2565497.355 1206762.954,2565404.849 1206719.202,2565237.34 1206732.951,2565033.83 1207027.454,2565227.295 1207889.804,2564982.096 1208852.423,2564024.774 1209615.047))","2"
"POLYGON ((2545307.134 1198574.12,2545983.176 1198677.929,2547639.629 1199485.37,2549668.169 1200448.867,2551696.714 1201412.382,2552244.275 1201815.39,2552791.832 1202218.399,2553626.606 1202265.312,2554358.183 1202871.619,2555089.76 1203477.897,2555614.768 1203640.402,2555904.037 1203225.475,2556193.306 1202810.547,2556698.878 1202681.331,2556675.185 1202475.559,2556824.975 1202255.479,2556974.77 1202035.405,2556972.27 1201960.404,2556982.27 1201885.402,2557031.019 1201815.401,2557058.049 1201762.41,2557060.139 1201692.899,2557016.02 1201515.396,2556987.27 1201457.895,2557026.02 1201260.391,2557072.272 1200972.884,2557055.143 1200920.803,2557038.525 1200841.63,2557041.029 1200709.126,2557007.28 1200657.875,2557002.282 1200577.873,2556932.282 1200532.872,2556879.786 1200350.367,2556853.539 1200224.113,2556804.79 1200110.362,2556794.79 1199940.361,2556754.789 1199850.361,2556759.79 1199727.86,2556784.79 1199642.859,2556799.789 1199567.857,2556777.283 1199495.354,2556604.767 1199475.349,2556572.262 1199427.846,2556493.504 1199416.594,2556429.746 1199365.341,2556374.743 1199319.091,2556338.492 1199302.842,2556287.241 1199290.343,2556217.241 1199246.596,2556117.24 1199165.349,2556004.738 1199127.853,2555979.739 1199035.355,2555884.738 1199007.857,2555762.235 1199040.36,2555634.733 1198990.364,2555564.731 1199005.365,2555429.73 1198907.87,2555390.98 1198866.622,2555312.229 1198837.874,2555264.727 1198840.375,2555240.977 1198857.876,2555203.476 1198840.376,2555189.726 1198805.376,2555097.225 1198777.874,2555057.224 1198780.373,2555042.224 1198812.874,2554939.727 1198782.868,2554929.727 1198755.368,2554782.229 1198625.361,2554689.73 1198545.356,2554649.731 1198515.354,2554622.231 1198497.853,2554519.732 1198395.348,2554462.232 1198312.846,2554379.728 1198125.343,2554358.478 1198062.841,2554352.228 1198015.34,2554322.23 1197890.336,2554279.736 1197532.826,2554239.735 1197405.326,2554162.233 1197366.577,2554080.981 1197411.577,2553874.722 1197490.331,2553743.465 1197486.586,2553687.212 1197472.837,2553499.701 1197315.345,2553419.697 1197285.348,2553375.944 1197246.6,2553339.692 1197210.352,2553262.188 1197185.354,2553148.432 1197162.857,2553092.179 1197147.858,2553092.179 1197130.359,2553075.928 1197110.36,2553015.925 1197089.112,2552923.42 1197061.614,2552862.167 1197071.615,2552837.166 1197014.117,2552807.164 1196977.869,2552787.163 1196982.869,2552764.662 1196972.87,2552764.661 1196947.871,2552734.659 1196895.373,2552677.156 1196840.375,2552628.403 1196806.627,2552614.652 1196750.379,2552598.401 1196734.13,2552562.149 1196709.131,2552529.647 1196705.382,2552509.646 1196694.133,2552469.644 1196652.885,2552428.392 1196619.136,2552412.141 1196600.387,2552383.389 1196579.138,2552374.638 1196552.889,2552382.138 1196520.39,2552369.638 1196495.391,2552327.137 1196475.392,2552293.388 1196466.642,2552249.639 1196445.392,2552233.39 1196456.641,2552207.14 1196480.39,2552170.891 1196475.39,2552139.642 1196461.64,2552124.643 1196447.89,2552098.394 1196427.891,2552072.144 1196420.391,2552033.395 1196420.39,2551990.897 1196401.64,2551959.648 1196385.39,2551914.649 1196375.39,2551849.651 1196344.141,2551789.653 1196317.891,2551739.655 1196267.892,2551692.157 1196212.893,2551602.161 1196062.897,2551524.665 1195950.4,2551369.672 1195725.405,2551284.676 1195607.908,2551197.179 1195505.412,2551108.432 1195439.166,2550957.191 1195222.924,2550840.946 1195100.429,2550722.198 1195047.933,2550622.202 1194955.437,2550527.203 1194925.44,2550467.206 1194855.443,2550457.208 1194820.444,2550424.704 1194700.445,2550405.952 1194664.195,2550397.2 1194607.945,2550403.449 1194579.195,2550385.948 1194545.446,2550370.947 1194525.446,2550357.196 1194536.696,2550324.695 1194535.447,2550299.694 1194509.197,2550287.192 1194477.948,2550273.441 1194462.948,2550254.69 1194435.448,2550237.189 1194410.449,2550219.688 1194395.449,2550197.186 1194374.199,2550177.185 1194357.95,2550154.684 1194337.95,2550143.433 1194326.7,2550122.182 1194316.701,2550094.68 1194295.451,2550084.68 1194281.701,2550067.179 1194281.702,2550057.179 1194280.452,2550042.178 1194270.452,2550035.927 1194261.702,2550014.676 1194245.453,2550005.925 1194229.203,2549994.674 1194207.953,2549987.173 1194162.953,2549979.671 1194117.953,2549957.169 1194080.454,2549942.168 1194070.454,2549934.667 1194042.954,2549922.166 1194017.955,2549932.166 1193992.955,2549919.665 1193979.205,2549907.163 1193946.705,2549892.161 1193902.955,2549842.158 1193845.456,2549824.656 1193802.957,2549784.654 1193777.957,2549747.158 1193747.954,2549709.663 1193710.45,2549697.166 1193687.948,2549695.919 1193651.695,2549695.923 1193607.942,2549687.175 1193592.941,2549649.677 1193597.94,2549592.178 1193620.439,2549567.177 1193640.44,2549535.928 1193641.689,2549522.18 1193637.938,2549459.681 1193662.938,2549404.685 1193647.935,2549377.19 1193587.93,2549382.189 1193557.93,2549377.189 1193552.93,2549322.189 1193574.18,2549308.439 1193545.43,2549283.438 1193515.429,2549249.688 1193497.929,2549227.188 1193514.179,2549212.187 1193507.929,2549169.684 1193505.429,2549148.432 1193532.929,2549137.182 1193522.929,2549107.18 1193500.429,2549097.18 1193480.428,2549072.182 1193385.426,2549024.681 1193345.426,2548954.678 1193297.925,2548920.927 1193267.924,2548884.677 1193195.423,2548812.176 1193085.421,2548767.174 1193057.92,2548669.673 1192921.668,2548648.423 1192870.417,2548633.423 1192855.416,2548612.173 1192817.915,2548592.174 1192732.914,2548577.172 1192642.912,2548524.671 1192557.911,2548505.92 1192495.41,2548437.168 1192370.407,2548385.917 1192311.656,2548337.165 1192190.404,2548358.274 1192126.733,2548368.624 1192117.583,2548371.643 1192097.823,2548339.943 1192102.783,2548327.823 1192056.922,2548317.402 1192041.792,2548325.982 1192026.281,2548310.292 1192007.781,2548284.971 1191945.8,2548271.611 1191945.34,2548266.381 1191931.48,2548267.18 1191912.199,2548245.55 1191897.789,2548225.029 1191867.719,2548205.249 1191837.218,2548175.649 1191815.008,2548160.819 1191789.547,2548132.199 1191771.357,2548064.059 1191704.996,2548043.239 1191705.165,2548027.329 1191693.235,2548017.479 1191679.185,2547991.149 1191666.565,2547968.979 1191648.605,2547960.329 1191630.105,2547952.799 1191606.085,2547940.7 1191546.006,2547943.81 1191479.406,2547949.86 1191457.036,2547940.791 1191411.116,2547929.691 1191376.996,2547925.071 1191342.406,2547904.331 1191310.577,2547889.102 1191265.567,2547807.392 1191271.589,2547725.702 1191277.59,2547683.172 1191280.761,2547640.512 1191283.942,2547545.651 1191342.934,2547305.218 1191366.488,2546782.051 1191422.318,2546737.999 1191444.019,2546552.658 1191299.433,2546293.759 1191087.667,2546230.73 1191201.296,2546251.027 1191329.865,2546269.416 1191407.774,2546327.094 1191448.384,2546411.891 1191510.554,2546439.139 1191585.693,2546495.756 1191650.373,2546535.443 1191824.581,2546549.862 1191859.241,2546579.49 1191960.96,2546630.427 1192081.999,2546665.605 1192172.608,2546687.564 1192192.058,2546704.103 1192247.077,2546733.73 1192439.285,2546744.048 1192564.414,2546777.385 1192662.703,2546802.194 1192711.573,2546780.694 1192771.562,2546760.184 1192809.662,2546749.734 1192822.892,2546746.714 1192822.672,2546739.424 1192823.391,2546732.104 1192825.411,2546701.705 1192823.781,2546684.736 1192822.441,2546657.227 1192822.061,2546617.108 1192820.411,2546597.108 1192837.911,2546611.456 1192920.76,2546681.43 1193352.957,2546710.205 1193546.579,2546732.154 1193708.855,2546768.914 1193982.232,2546336.133 1194316.171,2545751.998 1194782.903,2545319.636 1195177.915,2544997.147 1195257.886,2545082.15 1195882.882,2545069.652 1196345.38,2545334.655 1197442.88,2545552.139 1198028.4,2545429.577 1198086.1,2545319.651 1198227.87,2545309.641 1198432.87,2545332.138 1198490.37,2545307.134 1198574.12))","9"
"POLYGON ((2524173.581 1196570.422,2525248.233 1196682.602,2525473.804 1196681.499,2526363.723 1197193.776,2528479.809 1197907.836,2529628.313 1198199.141,2531026.041 1198358.778,2532536.345 1198961.342,2533896.424 1197789.537,2534429.727 1195881.626,2534880.431 1195598.496,2535002.41 1195486.918,2535493.613 1195281.152,2535570.834 1195207.139,2535616.659 1194981.813,2535883.703 1194954.849,2535966.831 1194581.946,2535303.375 1194392.849,2536061.007 1192905.4,2535829.758 1192827.894,2535507.252 1192921.65,2535069.756 1192910.389,2534542.276 1192675.402,2533817.284 1192340.437,2533472.288 1192107.956,2533168.541 1191940.471,2533034.793 1191837.979,2532972.293 1191805.482,2532894.794 1191792.985,2532763.546 1191756.74,2532717.296 1191724.24,2532659.796 1191717.988,2532584.796 1191741.736,2532518.546 1191735.484,2532434.796 1191715.483,2532378.546 1191695.481,2532282.296 1191627.98,2532187.296 1191545.48,2532059.796 1191412.979,2531972.296 1191300.477,2531907.297 1191242.974,2531727.298 1191172.968,2531606.049 1191110.463,2531544.8 1191095.462,2531414.801 1191035.457,2531312.301 1191037.954,2531247.302 1190972.951,2531109.804 1190782.944,2531032.305 1190710.44,2530946.057 1190585.435,2530829.809 1190411.679,2530759.81 1190325.425,2530687.311 1190267.924,2530584.812 1190157.928,2530502.482 1190135.28,2530376.063 1190060.433,2530349.813 1190055.434,2530199.814 1189905.439,2529852.31 1189807.951,2529504.806 1189710.462,2528827.305 1189471.726,2527044.806 1188822.988,2526169.819 1188895.465,2526092.319 1188900.466,2525852.323 1188977.971,2525767.326 1189312.972,2525367.332 1189377.98,2525764.827 1193702.931,2525272.33 1194882.925,2524173.581 1196570.422))","7"
"POLYGON ((2544749.529 1211037.933,2545260.707 1210847.426,2545183.537 1210362.85,2545513.319 1209237.903,2546580.1 1208749.377,2547764.735 1208521.545,2548578.935 1207984.821,2549004.663 1206897.871,2550282.195 1205892.911,2549842.182 1205642.897,2548921.155 1205243.613,2548000.127 1204844.326,2547913.054 1204782.202,2547716.493 1203982.862,2547441.391 1203090.622,2546771.823 1202421.762,2546722.07 1201879.651,2546205.148 1201669.113,2545534.324 1201447.329,2544864.587 1201510.395,2544313.329 1201556.639,2543762.08 1201602.89,2543180.832 1201175.377,2542637.189 1201800.781,2541739.608 1201440.792,2541477.889 1201125.475,2540994.703 1200887.812,2540981.804 1200885.362,2539367.165 1200285.342,2538255.047 1200785.076,2536482.22 1199087.823,2535897.054 1199521.795,2535033.923 1199367.88,2534046.621 1199563.891,2532536.345 1198961.342,2531026.041 1198358.778,2529628.313 1198199.141,2528479.809 1197907.836,2526363.723 1197193.776,2525473.804 1196681.499,2525248.233 1196682.602,2524173.581 1196570.422,2523958.575 1196867.92,2523622.332 1197215.421,2523382.335 1198002.915,2523774.835 1198194.155,2523964.835 1198277.9,2524114.835 1198382.896,2524236.085 1198454.143,2524368.585 1198539.139,2524444.835 1198580.387,2524569.835 1198687.884,2524694.835 1198795.38,2524773.585 1198896.627,2524852.335 1198997.874,2524992.335 1199100.37,2525007.335 1199172.869,2525127.335 1199252.866,2525317.336 1199475.359,2525427.336 1199550.356,2525514.836 1199657.853,2525548.586 1199751.601,2525602.337 1199912.848,2525667.337 1200027.845,2525792.337 1200140.341,2525894.837 1200262.838,2525989.838 1200475.333,2526227.338 1200690.326,2526404.838 1201010.318,2526722.339 1201437.806,2526933.59 1201699.049,2527097.34 1201862.794,2527282.34 1202067.787,2527484.84 1202257.781,2527752.338 1202445.284,2527939.834 1202644.044,2528206.078 1202912.808,2528302.327 1202985.311,2528932.327 1202045.29,2529167.322 1202167.789,2529359.819 1202245.289,2529622.312 1202437.788,2529797.311 1202521.538,2529944.81 1202595.289,2530276.057 1202690.29,2530397.306 1202730.29,2530589.803 1202702.791,2530707.302 1202755.292,2530953.549 1202801.543,2531099.798 1202832.793,2531219.796 1202867.794,2531407.294 1202882.794,2531747.292 1203020.296,2531957.29 1203095.296,2532204.788 1203200.297,2532431.037 1203280.298,2532614.785 1203362.799,2532804.784 1203426.549,2532994.782 1203490.3,2533239.78 1203540.301,2533339.778 1203522.801,2533419.777 1203555.302,2533594.777 1203655.302,2533669.776 1203675.302,2533807.275 1203757.803,2534028.522 1203807.803,2534154.769 1203855.301,2534369.765 1203990.298,2534379.766 1204052.799,2534602.26 1204120.295,2534969.754 1204372.792,2535169.755 1204540.296,2535367.252 1204640.298,2535412.251 1204700.298,2535639.745 1204807.796,2535679.744 1204877.796,2535919.737 1204937.794,2536204.728 1204950.293,2536204.728 1204862.793,2536339.723 1204869.043,2536494.718 1204867.792,2536562.216 1204782.792,2536684.742 1204762.602,2536849.706 1204780.291,2537004.701 1204742.79,2537182.196 1204780.289,2537267.194 1204827.788,2537574.684 1204837.787,2537644.682 1204880.286,2537709.68 1204942.786,2537792.178 1204992.785,2537832.177 1205035.285,2537919.675 1205067.784,2538064.671 1205172.783,2538139.669 1205222.783,2538309.665 1205355.281,2538602.156 1205462.779,2538772.151 1205547.778,2538907.147 1205679.027,2539042.144 1205810.276,2539224.64 1206000.274,2539289.638 1206062.773,2539443.386 1206316.522,2539597.134 1206570.275,2539729.632 1206807.781,2539819.632 1207027.788,2539909.634 1207365.299,2540319.632 1208222.823,2540544.629 1208505.33,2540607.128 1208602.833,2540762.126 1208777.837,2540823.374 1208809.087,2540884.622 1208870.338,2540952.119 1208905.339,2540994.617 1208947.84,2541128.361 1209020.342,2541289.604 1209112.845,2541334.602 1209170.347,2541407.1 1209207.849,2541534.596 1209295.353,2541622.093 1209322.854,2541864.036 1209477.211,2541999.582 1209576.615,2542069.58 1209617.867,2542224.575 1209670.37,2542344.571 1209720.373,2542519.565 1209782.876,2542620.812 1209814.128,2542715.809 1209849.13,2542757.058 1209867.881,2542937.052 1209887.884,2543097.047 1209872.885,2543167.044 1209855.386,2543259.541 1209850.386,2543341.908 1209837.177,2543417.036 1209837.888,2543469.534 1209817.888,2543518.283 1209834.139,2543604.53 1209855.391,2543679.528 1209920.393,2543782.025 1210020.397,2543829.523 1210077.899,2543987.019 1210235.405,2544177.015 1210466.662,2544314.518 1210630.416,2544542.023 1210697.918,2544749.529 1211037.933))","6"
"POLYGON ((2532536.345 1198961.342,2534046.621 1199563.891,2535033.923 1199367.88,2535897.054 1199521.795,2536482.22 1199087.823,2538255.047 1200785.076,2539367.165 1200285.342,2540981.804 1200885.362,2540994.703 1200887.812,2541477.889 1201125.475,2541739.608 1201440.792,2542637.189 1201800.781,2543180.832 1201175.377,2543762.08 1201602.89,2544313.329 1201556.639,2545534.324 1201447.329,2546205.148 1201669.113,2546722.07 1201879.651,2547388.305 1200763.516,2546824.613 1200370.373,2546699.011 1200251.972,2546996.435 1200046.498,2547639.629 1199485.37,2545983.176 1198677.929,2545307.134 1198574.12,2542534.619 1197440.391,2542134.613 1197237.889,2541954.61 1197145.389,2541809.611 1197090.388,2541344.613 1196892.884,2540872.116 1196572.88,2540419.621 1196270.379,2540307.122 1196202.878,2540282.123 1196167.878,2540232.123 1196110.38,2539707.125 1195820.394,2539570.921 1195316.237,2538832.069 1194304.462,2538727.232 1194160.465,2538144.752 1193370.447,2537717.252 1193387.939,2537203.322 1193422.36,2536588.504 1193200.415,2536061.007 1192905.4,2535303.375 1194392.849,2535966.831 1194581.946,2535883.703 1194954.849,2535616.659 1194981.813,2535570.834 1195207.139,2535493.613 1195281.152,2535002.41 1195486.918,2534880.431 1195598.496,2534429.727 1195881.626,2533896.424 1197789.537,2532536.345 1198961.342))","8"
"POLYGON ((2549571.046 1219121.977,2549438.36 1218282.718,2549829.352 1218047.019,2550173.637 1217664.162,2550517.92 1217281.292,2550053.442 1216770.657,2550444.949 1215775.77,2551062.313 1214847.183,2551170.148 1214652.533,2551132.112 1214006.378,2550998.197 1213815.502,2550921.85 1212987.47,2553326.476 1212424.068,2555731.093 1211860.706,2556791.866 1211119.399,2556438.575 1210320.495,2556182.313 1210057.989,2554815.513 1208750.711,2553448.771 1207443.415,2553359.771 1207300.41,2553144.769 1207075.41,2551713.486 1206484.187,2550282.195 1205892.911,2549004.663 1206897.871,2548578.935 1207984.821,2547764.735 1208521.545,2546580.1 1208749.377,2545513.319 1209237.903,2545183.537 1210362.85,2545260.707 1210847.426,2544749.529 1211037.933,2545286.973 1211350.488,2545324.47 1211377.992,2545331.908 1211394.524,2545356.025 1211488.366,2545229.506 1211510.489,2545132.033 1211535.48,2545007.037 1211580.474,2544867.036 1211622.968,2544809.535 1211647.966,2544737.035 1211710.464,2544659.535 1211870.467,2544614.535 1211962.969,2544564.536 1212150.475,2544474.535 1212120.468,2544202.032 1212275.459,2544134.531 1212222.955,2544032.029 1212220.455,2543954.528 1212270.456,2543912.029 1212310.457,2543857.031 1212402.958,2543854.532 1212515.461,2543664.539 1212727.965,2543562.044 1212692.963,2543528.295 1212666.713,2543494.549 1212735.465,2543481.55 1212748.466,2543499.55 1212787.967,2543497.051 1212817.969,2543487.053 1212862.97,2543494.554 1212907.972,2543467.057 1212967.974,2543422.061 1213022.977,2543377.065 1213087.979,2543362.069 1213212.984,2543445.816 1213287.986,2543597.057 1213305.486,2543734.548 1213325.486,2543934.546 1213360.487,2544047.05 1213445.491,2544142.056 1213587.997,2544134.558 1213640.499,2544189.565 1213840.507,2544267.066 1213853.008,2544403.318 1213893.01,2544484.573 1214005.515,2544373.329 1214198.022,2544464.583 1214283.026,2544527.087 1214380.53,2544554.59 1214463.033,2544552.093 1214538.036,2544502.096 1214620.539,2544427.097 1214676.791,2544304.597 1214694.291,2544229.597 1214716.792,2544192.099 1214755.543,2544212.101 1214810.546,2544319.602 1214835.547,2544389.603 1214853.048,2544520.855 1214866.799,2544599.606 1214895.551,2544589.608 1214955.553,2544567.11 1214995.554,2544562.111 1215020.555,2544568.362 1215061.807,2544598.363 1215070.557,2544622.113 1215075.558,2544672.113 1215069.308,2544704.614 1215090.559,2544749.617 1215150.561,2544794.619 1215210.564,2544862.121 1215263.066,2544954.623 1215301.818,2544987.125 1215340.57,2544958.677 1215387.152,2545000.879 1215440.574,2545037.13 1215475.575,2545092.132 1215510.577,2545139.633 1215515.577,2545220.884 1215545.579,2545267.136 1215578.08,2545325.885 1215549.33,2545352.135 1215558.08,2545419.636 1215553.08,2545488.386 1215561.831,2545564.637 1215560.581,2545622.138 1215573.082,2545687.14 1215613.084,2545754.642 1215663.086,2545768.393 1215680.587,2545824.646 1215753.09,2545812.147 1215820.592,2545862.147 1215873.093,2545897.147 1215860.592,2545930.725 1215784.49,2545954.645 1215753.089,2545972.144 1215710.588,2546010.893 1215693.087,2546045.893 1215680.587,2546168.389 1215553.083,2546329.638 1215535.581,2546483.387 1215549.331,2546662.135 1215568.08,2546809.635 1215613.08,2546977.134 1215620.579,2547092.904 1215694.811,2547258.385 1215805.582,2547434.638 1216033.088,2547452.148 1216220.6,2547565.91 1216449.365,2547573.419 1216631.876,2547557.175 1216755.633,2547514.678 1216811.886,2547482.182 1216898.141,2547412.184 1216955.643,2547359.683 1216930.641,2547272.185 1216993.144,2547147.193 1217160.653,2547089.697 1217238.157,2547032.204 1217400.667,2546979.717 1217653.181,2546983.472 1217759.438,2547005.976 1217843.193,2547037.228 1217865.694,2547124.729 1217888.196,2547229.729 1217868.196,2547329.729 1217850.696,2547472.231 1217878.199,2547572.236 1217980.701,2547672.241 1218080.703,2547744.744 1218160.704,2547783.498 1218250.705,2547927.257 1218429.458,2548039.759 1218455.709,2548212.268 1218660.712,2548411.024 1218763.215,2548492.278 1218843.216,2548679.782 1218928.218,2548814.787 1219025.72,2549067.292 1219110.723,2549307.295 1219145.725,2549571.046 1219121.977))","5"
"POLYGON ((2549438.36 1218282.718,2549571.046 1219121.977,2549812.302 1219223.23,2549957.31 1219408.233,2550962.331 1219763.244,2551358.594 1219999.499,2551951.103 1220144.505,2552141.126 1220655.762,2552358.629 1220702.014,2552629.883 1220684.504,2552797.391 1220808.251,2552987.407 1221133.251,2553136.165 1221264.499,2553339.922 1221343.243,2553474.928 1221468.242,2553538.672 1221580.748,2553637.412 1221820.76,2553727.403 1221910.766,2553791.147 1221897.017,2553862.389 1221877.018,2553937.382 1221929.522,2554073.633 1222028.274,2554197.389 1222110.774,2554347.395 1222190.773,2554467.401 1222280.773,2554548.652 1222295.772,2554589.907 1222363.273,2554573.666 1222463.273,2554577.423 1222542.024,2554592.429 1222603.274,2554609.934 1222669.525,2554617.438 1222715.775,2554719.943 1222775.775,2554864.943 1222800.774,2555072.445 1222898.274,2555217.443 1222925.773,2555304.943 1222958.273,2555369.944 1223013.274,2555419.948 1223150.776,2555437.45 1223233.277,2555494.952 1223315.778,2555624.954 1223435.78,2555784.957 1223580.781,2555982.193 1223857.955,2556002.464 1223885.785,2556002.467 1223943.286,2556017.47 1224005.787,2556104.971 1224013.286,2556137.472 1224035.786,2556237.472 1224013.284,2556849.916 1222803.26,2556964.91 1222623.257,2557003.41 1222519.957,2557037.41 1222410.757,2557634.913 1221348.255,2557742.013 1221056.134,2557987.415 1220695.753,2558072.416 1220488.253,2558277.417 1220170.752,2558067.395 1219265.715,2558053.644 1219219.462,2557901.127 1218590.685,2557674.857 1217635.648,2556972.35 1217025.651,2556717.327 1215953.109,2556704.825 1215848.105,2556584.808 1215060.573,2556839.809 1215210.567,2556859.808 1215198.066,2557462.311 1215545.554,2557599.811 1215613.051,2557669.81 1215625.548,2558047.314 1215813.043,2558352.33 1216005.554,2558449.836 1216110.56,2558679.848 1216255.568,2559129.871 1216515.584,2559549.892 1216748.098,2559764.903 1216870.605,2560052.417 1216998.113,2560314.929 1217113.118,2560522.441 1217278.129,2560734.951 1217385.634,2560872.46 1217508.142,2561019.968 1217610.648,2561132.474 1217705.653,2560644.92 1216664.955,2560157.326 1215624.288,2559594.786 1214813.029,2559277.285 1214173.016,2558779.688 1213742.704,2558501.049 1212376.746,2557768.414 1211849.496,2557705.482 1211655.338,2557602.252 1211425.521,2557587.931 1210962.396,2557587.926 1210962.395,2556970.144 1210853.658,2556918.163 1210867.638,2556930.162 1210974.859,2556791.866 1211119.399,2555731.093 1211860.706,2550921.85 1212987.47,2550998.197 1213815.502,2551132.112 1214006.378,2551170.148 1214652.533,2551062.313 1214847.183,2550444.949 1215775.77,2550053.442 1216770.657,2550517.92 1217281.292,2550173.637 1217664.162,2549829.352 1218047.019,2549438.36 1218282.718))","4"
"POLYGON ((2557573.581 1210499.255,2557587.926 1210962.395,2557587.931 1210962.396,2557602.252 1211425.521,2557705.482 1211655.338,2557768.414 1211849.496,2558501.049 1212376.746,2558779.688 1213742.704,2559277.285 1214173.016,2559312.284 1214230.518,2559594.786 1214813.029,2560157.326 1215624.288,2561132.474 1217705.653,2561377.481 1218080.66,2561879.948 1217648.16,2562102.462 1217758.181,2562417.478 1217858.181,2563071.267 1218090.679,2563603.775 1218186.938,2564092.53 1218265.697,2564545.031 1218323.207,2564732.541 1218385.707,2564826.286 1218376.961,2565537.578 1218513.187,2565945.081 1218606.936,2566107.582 1218673.187,2566550.084 1218815.688,2566775.087 1218983.196,2566862.588 1219120.702,2567035.089 1219138.201,2567180.09 1219205.701,2567302.59 1219343.203,2567482.591 1219300.701,2567640.091 1219239.447,2567925.093 1219308.196,2568305.093 1219308.187,2568727.595 1219385.684,2568882.598 1219630.7,2569077.599 1219675.699,2569617.599 1219580.679,2569752.596 1219380.661,2569172.588 1218838.131,2569078.838 1218800.63,2568488.244 1218001.485,2568487.576 1218000.581,2568412.574 1217935.578,2568095.036 1217325.571,2567829.98 1216390.568,2567259.913 1215160.554,2565929.879 1213855.505,2565652.981 1213380.26,2565482.37 1212527.996,2564956.889 1211323.189,2564024.774 1209615.047,2562373.934 1208475.986,2560567.26 1207007.961,2560207.597 1206369.538,2560027.284 1206622.937,2560297.269 1207515.479,2559596.046 1207850.483,2558880.381 1208722.416,2558379.17 1209018.857,2558024.802 1210047.998,2557573.581 1210499.255))","3"
